,foodcourt,restaurant,restaurantmenuitem,date,forecast,r2,actual,error,MAPE,accuracy_prophet
112,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-12,4,-0.484,5.0,0.2,0.2714285714285714,0.7285714285714286
113,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-13,3,-0.484,4.0,0.25,0.2714285714285714,0.7285714285714286
114,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-14,4,-0.484,5.0,0.2,0.2714285714285714,0.7285714285714286
115,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-15,7,-0.484,0.0,1.0,0.2714285714285714,0.7285714285714286
116,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-16,5,-0.484,4.0,0.25,0.2714285714285714,0.7285714285714286
117,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-17,0,-0.484,0.0,0.0,0.2714285714285714,0.7285714285714286
118,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-18,0,-0.484,0.0,0.0,0.2714285714285714,0.7285714285714286
119,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-12,1,0.06488549618320616,6.0,0.8333333333333334,0.42653061224489797,0.573469387755102
120,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-13,4,0.06488549618320616,2.0,1.0,0.42653061224489797,0.573469387755102
121,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-14,5,0.06488549618320616,7.0,0.2857142857142857,0.42653061224489797,0.573469387755102
122,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-15,4,0.06488549618320616,5.0,0.2,0.42653061224489797,0.573469387755102
123,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-16,3,0.06488549618320616,9.0,0.6666666666666666,0.42653061224489797,0.573469387755102
124,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-17,0,0.06488549618320616,0.0,0.0,0.42653061224489797,0.573469387755102
125,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-18,0,0.06488549618320616,0.0,0.0,0.42653061224489797,0.573469387755102
126,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-12,3,0.6961077844311377,2.0,0.5,0.27847866419294987,0.7215213358070501
127,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-13,5,0.6961077844311377,7.0,0.2857142857142857,0.27847866419294987,0.7215213358070501
128,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-14,7,0.6961077844311377,5.0,0.4,0.27847866419294987,0.7215213358070501
129,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-15,7,0.6961077844311377,11.0,0.36363636363636365,0.27847866419294987,0.7215213358070501
130,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-16,3,0.6961077844311377,5.0,0.4,0.27847866419294987,0.7215213358070501
131,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-17,0,0.6961077844311377,0.0,0.0,0.27847866419294987,0.7215213358070501
132,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-18,0,0.6961077844311377,0.0,0.0,0.27847866419294987,0.7215213358070501
133,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-12,0,0.14516129032258063,5.0,1.0,0.46031746031746035,0.5396825396825397
