,date,foodcourt,restaurant,restaurantmenuitem,actual,forecast_arima,model,accuracy_arima
158,2024-02-16,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b63a,1.0,,auto-arima,0.5
159,2024-02-17,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b63a,0.0,0.0,auto-arima,0.5
160,2024-02-18,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b63a,0.0,0.0,auto-arima,0.5
161,2024-02-12,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b647,1.0,,auto-arima,0.6666666666666667
162,2024-02-13,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b647,2.0,,auto-arima,0.6666666666666667
163,2024-02-14,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b647,1.0,,auto-arima,0.6666666666666667
164,2024-02-15,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b647,0.0,,auto-arima,0.6666666666666667
165,2024-02-16,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b647,1.0,,auto-arima,0.6666666666666667
166,2024-02-17,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b647,0.0,0.0,auto-arima,0.6666666666666667
167,2024-02-18,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b647,0.0,0.0,auto-arima,0.6666666666666667
168,2024-02-12,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b648,1.0,,auto-arima,1.0
169,2024-02-13,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b648,1.0,,auto-arima,1.0
170,2024-02-14,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b648,1.0,,auto-arima,1.0
171,2024-02-15,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b648,4.0,,auto-arima,1.0
172,2024-02-16,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b648,2.0,,auto-arima,1.0
173,2024-02-17,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b648,0.0,0.0,auto-arima,1.0
174,2024-02-18,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b648,0.0,0.0,auto-arima,1.0
175,2024-02-12,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b652,2.0,,auto-arima,1.0
176,2024-02-13,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b652,8.0,,auto-arima,1.0
177,2024-02-14,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b652,2.0,,auto-arima,1.0
178,2024-02-15,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b652,5.0,,auto-arima,1.0
179,2024-02-16,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b652,6.0,,auto-arima,1.0
180,2024-02-17,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b652,0.0,0.0,auto-arima,1.0
181,2024-02-18,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b652,0.0,0.0,auto-arima,1.0
182,2024-02-12,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b653,1.0,,auto-arima,0.5
183,2024-02-13,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b653,0.0,,auto-arima,0.5
184,2024-02-14,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b653,1.0,,auto-arima,0.5
185,2024-02-15,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b653,0.0,,auto-arima,0.5
