,foodcourt,restaurant,restaurantmenuitem,deepar_uni,deepar_multi,xgb_norm,xgb_lag,rf_lag,prophet,prophet_multi,xgb_multi,rf_multi,lr,max_accuracy,best_model,max_accuracy_segment,sales_segment,rank_segment,total_count,menuitemname
27,5f3652cde091b809e2467d96,6004167c1595960a72f31707,643fbd6ff639e90017a2379c,0.549206349206349,0.920276581360325,0.5850649350649351,0.7477633477633479,0.586002886002886,0.5344155844155845,0.5344155844155845,0.405916305916305,0.482900432900432,0.41089466089466,0.920276581360325,deepar_multi,90-95,25-50,300-400,532,Chapati with Veg Curry
28,5f3652cde091b809e2467d96,6004167c1595960a72f31707,643fbd6ff639e90017a237a0,0.886087642942481,0.919702881152461,0.9154149294126253,0.7890449369712043,0.7699263038548753,0.8629394947943335,0.8385536293370395,0.928462926389193,0.931120620291127,0.594189951966449,0.931120620291127,rf_multi,90-95,25-50,400-500,680,Rice Meal
29,5f3652cde091b809e2467d96,6004167c1595960a72f31707,643fbd70f639e90017a237ab,0.5,0.919480519480519,0.4285714285714286,0.5,0.4285714285714286,0.5,0.4285714285714286,0.428571428571428,0.428571428571428,0.428571428571428,0.919480519480519,deepar_multi,90-95,<10,>500,71,Support Staff Meal
30,5f3652cde091b809e2467d96,6004167c1595960a72f31707,647d8c7fb733e9001b5027fc,0.645991730025343,0.919144560543988,0.680138722155529,0.6920101373882885,0.7291583299986661,0.5726957449646526,0.5726957449646526,0.595238095238095,0.661864745898359,0.525543550753634,0.919144560543988,deepar_multi,90-95,<10,>500,250,South Indian Veg Thali without Sweet
31,5f3652cde091b809e2467d96,6004167c1595960a72f31707,647d8c7fb733e9001b502809,0.530612244897959,0.916666666666666,0.5170068027210885,0.4501133786848073,0.528344671201814,0.5272108843537415,0.5068027210884354,0.23922902494331,0.583900226757369,0.0714285714285714,0.916666666666666,deepar_multi,90-95,10-25,>500,342,South Indian Veg Thali with Sweet
32,5f3652cde091b809e2467d96,60599bd4b6dfef46f7241fef,646deaeddab717001b948d4f,0.665895508000771,0.915917373566439,0.6572681704260652,0.5445585116637748,0.6566175053017158,0.6716550992866783,0.6716550992866783,0.364468864468864,0.695729708887603,0.242167919799498,0.915917373566439,deepar_multi,90-95,10-25,>500,290,Egg Curry with Paratha 
33,5f3652cde091b809e2467d96,60599bd4b6dfef46f7241fef,646deaeddab717001b948d53,0.803903338621584,0.915584415584415,0.705475095642977,0.5000405914578221,0.7414229629905059,0.8041558216206837,0.8214140597241847,0.637998407327532,0.704730454128554,0.353353649719474,0.915584415584415,deepar_multi,90-95,50-75,200-300,1143,North Indian Veg Mini Thali
34,5f3652cde091b809e2467d96,60599bd4b6dfef46f7241fef,646deaeedab717001b948d7a,0.425292799766853,0.915366146458583,0.49001536098310294,0.49025822237603445,0.450107162589631,0.42184416798722546,0.4194034109882637,0.176457016569218,0.465714042852892,0.218760435450477,0.915366146458583,deepar_multi,90-95,25-50,300-400,753,North Indian Veg Thali
35,5f3652cde091b809e2467d96,60599bd4b6dfef46f7241fef,646deaeedab717001b948dc1,0.285714285714285,0.914371581499974,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.428571428571428,0.285714285714285,0.0,0.914371581499974,deepar_multi,90-95,25-50,300-400,651,Veg Biryani With Basmati Rice
36,5f3652cde091b809e2467d96,6296dc1c8eeb0973341fc168,646de6dbdab717001b948cfc,0.714285714285714,0.913871504864407,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.857142857142857,0.857142857142857,1.0,1.0,lr,>95,10-25,400-500,42,Egg Biryani 
37,5f3652cde091b809e2467d96,6296dc1c8eeb0973341fc168,647b5a87b733e9001b501ce3,0.706837817869464,0.913422104911064,0.7323047422278604,0.5940702522143608,0.743715453084307,0.7574580659687042,0.7392853122336405,0.545365663996094,0.705785387441028,0.679971279291858,0.913422104911064,deepar_multi,90-95,10-25,400-500,636,Chicken Curry with paratha
38,5f3652cde091b809e2467d96,629b32fde44c8e62a76400f7,64259a97c2b9d60017dbf0ca,0.731763474620617,0.913390204566675,0.6214931100645387,0.7187231815803244,0.6724437467294611,0.6858294086865515,0.6913239141810571,0.445637537066108,0.78943659515088,0.519877899877899,0.913390204566675,deepar_multi,90-95,10-25,400-500,433,Puri with Sagu
39,5f3652cde091b809e2467d96,629b32fde44c8e62a76400f7,64259a97c2b9d60017dbf0dc,0.791496598639455,0.912087912087912,0.6819727891156462,0.5052721088435375,0.5286848072562358,0.6819727891156462,0.6998299319727891,0.477721088435374,0.65719954648526,0.783560090702947,0.912087912087912,deepar_multi,90-95,<10,>500,159,Chutney Pudi with Plain Dosa
40,5f3652cde091b809e2467d96,629b32fde44c8e62a76400f7,64259a97c2b9d60017dbf0f6,0.735845107273678,0.911522147928547,0.6567242281527995,0.5326007326007327,0.5558346415489273,0.7582940868655155,0.726530612244898,0.411983254840397,0.581004709576138,0.503924646781789,0.911522147928547,deepar_multi,90-95,10-25,>500,304,Chutney Pudi with Masala Dosa
