,foodcourt,restaurant,restaurantmenuitem,average_sales,rank,sales_segment,rank_segment
854,6464fc41af9792001b3e0fcd,64b11aecd77d600017f4d07a,655af8ee57836300176aff77,28.444444444444443,267,25-50,200-300
855,6464fc41af9792001b3e0fcd,64b11aecd77d600017f4d07a,655af9c7f792cb001751cb00,80.11111111111111,85,75-100,1-100
856,6464fc41af9792001b3e0fcd,657d79a527146400174d2bd3,657d86b3e05334001b8e32d9,26.181818181818183,304,25-50,300-400
857,6464fc41af9792001b3e0fcd,657d79a527146400174d2bd3,657d86b3e05334001b8e32e3,46.333333333333336,173,25-50,100-200
858,6464fc41af9792001b3e0fcd,657d79a527146400174d2bd3,657d86b3e05334001b8e32e4,112.55555555555556,42,>100,1-100
859,6464fc41af9792001b3e0fcd,657d79a527146400174d2bd3,657d86b3e05334001b8e32ef,216.38888888888889,12,>100,1-100
860,6464fc41af9792001b3e0fcd,657d79a527146400174d2bd3,65b74a4bf0aef70017a24be2,39.8,203,25-50,200-300
861,6464fc41af9792001b3e0fcd,657d79a527146400174d2bd3,65b74acbf0aef70017a24be5,78.8,90,75-100,1-100
862,6464fc41af9792001b3e0fcd,657fdf04e05334001b8e3475,657fe924d9dbf9001bbe22c7,48.166666666666664,165,25-50,100-200
863,6464fc41af9792001b3e0fcd,657fdf04e05334001b8e3475,6582e63dc8adce00170d4095,19.833333333333332,407,10-25,400-500
864,6464fc41af9792001b3e0fcd,657fdf04e05334001b8e3475,65ae18ebf9bfa9001b5352dd,7.5,683,<10,>500
865,6464fc41af9792001b3e0fcd,657fdf04e05334001b8e3475,65b9f39d412231001afb4128,7.5,683,<10,>500
866,6464fc41af9792001b3e0fcd,6582c55bc8adce00170d405d,6582ca0bc8adce00170d4065,14.0,510,10-25,>500
867,6464fc41af9792001b3e0fcd,6582c55bc8adce00170d405d,6582ca5ec8adce00170d406a,25.8,309,25-50,300-400
868,6479e33478c3a10017910b46,6479f89811f872001b0dfc50,64a527d166e83c001b1a5f54,3.764705882352941,875,<10,>500
869,6479e33478c3a10017910b46,6479f89811f872001b0dfc50,64a527d166e83c001b1a5f7e,4.277777777777778,838,<10,>500
870,6479e33478c3a10017910b46,647acb9211f872001b0dfc82,64a6739b62e4f0001ce28c57,17.470588235294116,453,10-25,400-500
871,6479e33478c3a10017910b46,647acb9211f872001b0dfc82,64a6739b62e4f0001ce28c65,12.6,542,10-25,>500
872,6479e33478c3a10017910b46,647acb9211f872001b0dfc82,64a6739b62e4f0001ce28c67,13.444444444444445,526,10-25,>500
873,6479e33478c3a10017910b46,647acb9211f872001b0dfc82,64a6739b62e4f0001ce28c73,26.68421052631579,297,25-50,200-300
874,6479e33478c3a10017910b46,647acb9211f872001b0dfc82,64a6739b62e4f0001ce28c8f,8.857142857142858,642,<10,>500
875,6479e33478c3a10017910b46,647acb9211f872001b0dfc82,64a6739b62e4f0001ce28c9b,20.846153846153847,388,10-25,300-400
876,6479e33478c3a10017910b46,647acb9211f872001b0dfc82,64a6739b62e4f0001ce28ca7,27.923076923076923,276,25-50,200-300
877,6479e33478c3a10017910b46,64842a89b97cb9001bf1973e,64be538e887def001b94071f,11.368421052631579,564,10-25,>500
878,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,64c4bb7ece8a4d0011564fab,25.294117647058822,317,25-50,300-400
879,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,64c4bb7ece8a4d0011564fc0,16.11111111111111,474,10-25,400-500
880,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,64c4bb7ece8a4d0011564fc3,31.0,246,25-50,200-300
881,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,64c4bb7ece8a4d0011564fce,10.235294117647058,605,10-25,>500
882,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,64c4bb7ece8a4d0011564fd2,57.8125,139,50-75,100-200
883,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,64c4bb7ece8a4d0011564fd7,10.176470588235293,607,10-25,>500
884,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,64c4bb7ece8a4d0011564fdd,67.625,109,50-75,100-200
885,6486ebeef6cb64001b903ee1,6488107f61825300175e90c2,656ed1aa866352001796217c,17.176470588235293,458,10-25,400-500
886,6486ebeef6cb64001b903ee1,64881d2e61825300175e9116,64e5f5b7bbddd9001b5763f3,18.105263157894736,442,10-25,400-500
887,6486ebeef6cb64001b903ee1,64881d2e61825300175e9116,64e5f5b7bbddd9001b576405,3.357142857142857,896,<10,>500
888,6486ebeef6cb64001b903ee1,64881d2e61825300175e9116,64e5f5b7bbddd9001b57640b,21.166666666666668,375,10-25,300-400
889,6486ebeef6cb64001b903ee1,6488235861825300175e912a,64ca219d177eff001133ffbf,15.789473684210526,481,10-25,400-500
890,6486ebeef6cb64001b903ee1,64886a50b74dd00017010eaf,64ec64fdc7d935001bb538a8,3.4166666666666665,895,<10,>500
891,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d00,79.0,89,75-100,1-100
892,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d0e,79.66666666666667,88,75-100,1-100
893,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d1c,97.0,57,75-100,1-100
894,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d1e,53.0,150,50-75,100-200
895,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d1f,86.66666666666667,73,75-100,1-100
896,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d2d,130.0,27,>100,1-100
897,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d2f,67.0,113,50-75,100-200
898,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d3a,90.5,64,75-100,1-100
899,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d3b,82.0,80,75-100,1-100
900,64a6780d79c3110017664495,64a695941f62d6001b2a1656,659e3d59b1bc68001a7d2d3d,89.33333333333333,67,75-100,1-100
901,64a6780d79c3110017664495,64a695941f62d6001b2a1656,65c476469752d6001b58b1df,48.0,166,25-50,100-200
902,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c982,74.0,96,50-75,1-100
903,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c983,71.0,104,50-75,100-200
904,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c98c,65.66666666666667,120,50-75,100-200
905,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c98d,87.0,71,75-100,1-100
906,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c98f,97.0,57,75-100,1-100
907,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c999,75.0,94,75-100,1-100
908,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c99b,80.0,86,75-100,1-100
909,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c9a6,82.0,80,75-100,1-100
910,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c9a8,67.0,113,50-75,100-200
911,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c9b1,77.0,93,75-100,1-100
912,64a67866800adb0017958767,64a699c96bd359001b4c584c,659e427bac85f5001be4c9b3,60.333333333333336,128,50-75,100-200
913,64a67866800adb0017958767,64a699c96bd359001b4c584c,65a8b5909b47db0017411c41,90.0,65,75-100,1-100
914,64ad060cf75c39001b96ada8,64ad0aafb9c825001666838d,65b4a7d2cf187c001b589f6b,117.9,36,>100,1-100
915,64ad060cf75c39001b96ada8,64ad0aafb9c825001666838d,65b4a7ea0b4593001c7abcc7,29.0,260,25-50,200-300
916,64ad060cf75c39001b96ada8,64ad0aafb9c825001666838d,65b4a82e8d7d8f001be02f97,38.0,209,25-50,200-300
917,64ba09ffe1818b001b3863d6,64d49a53ef91fd001b9727f8,6567332422fb0b001784f771,4.0,863,<10,>500
918,64ba09ffe1818b001b3863d6,64d49a53ef91fd001b9727f8,6567332422fb0b001784f77e,21.8,368,10-25,300-400
919,64ba09ffe1818b001b3863d6,64d49a53ef91fd001b9727f8,6567332422fb0b001784f7a6,11.68421052631579,553,10-25,>500
920,64ba09ffe1818b001b3863d6,64d49a53ef91fd001b9727f8,6568357822fb0b001784f86c,6.2631578947368425,734,<10,>500
921,64ba09ffe1818b001b3863d6,64d49a53ef91fd001b9727f8,6568357822fb0b001784f873,6.5,725,<10,>500
922,64ba09ffe1818b001b3863d6,64d49a53ef91fd001b9727f8,6568357822fb0b001784f876,6.8,711,<10,>500
923,64ba09ffe1818b001b3863d6,64d49a53ef91fd001b9727f8,6568357822fb0b001784f87c,3.5555555555555554,887,<10,>500
924,64be88de505f61001b721dea,64c0f5d942b6ea0017698989,64c25004a917da0010c8c6f4,5.6923076923076925,760,<10,>500
925,64d61bdc1ab7be001b0c18c7,64ba0f8e431766001bb6dfcc,64ec7f654397810017569c1d,4.428571428571429,830,<10,>500
926,64d61bdc1ab7be001b0c18c7,64ba0f8e431766001bb6dfcc,64ec7f664397810017569c27,17.736842105263158,446,10-25,400-500
927,64d61bdc1ab7be001b0c18c7,64ba0f8e431766001bb6dfcc,64ec7f664397810017569c3f,3.857142857142857,871,<10,>500
928,64d61bdc1ab7be001b0c18c7,64ba0f8e431766001bb6dfcc,64ec7f664397810017569c48,32.470588235294116,235,25-50,200-300
929,64d61bdc1ab7be001b0c18c7,65141454dd6af6001b8ef756,651fb812524e73001b9ad7a9,2.1875,960,<10,>500
930,64d61bdc1ab7be001b0c18c7,65141454dd6af6001b8ef756,65c0d1fef0aef70017a2541f,7.0,703,<10,>500
931,64d61d5f7137f6001b3b8d9b,64ddf35917201a001b2a91e9,64ec6f75babbec001b299ef0,4.571428571428571,823,<10,>500
932,64d61d5f7137f6001b3b8d9b,64ddf35917201a001b2a91e9,64ec6f75babbec001b299ef6,26.210526315789473,301,25-50,300-400
933,64d61d5f7137f6001b3b8d9b,64ddf35917201a001b2a91e9,64ec6f75babbec001b299f0e,2.769230769230769,928,<10,>500
934,64d61d5f7137f6001b3b8d9b,64ddf35917201a001b2a91e9,64ec6f75babbec001b299f4e,19.57894736842105,410,10-25,400-500
935,64d61d5f7137f6001b3b8d9b,64ddf35917201a001b2a91e9,64ec6f75babbec001b299f5d,7.578947368421052,678,<10,>500
936,64d61d5f7137f6001b3b8d9b,64ddf35917201a001b2a91e9,64ec6f75babbec001b299f6c,4.2631578947368425,840,<10,>500
937,64dcd37af4de31001b3a8343,652911bdf8d98b001bea9b29,65292dbcb52d90001b98d363,21.72222222222222,369,10-25,300-400
938,64dcd37af4de31001b3a8343,652911bdf8d98b001bea9b29,65292dbcb52d90001b98d36d,5.944444444444445,748,<10,>500
939,64dcd37af4de31001b3a8343,6571d3d5d98a6d00171a93a7,6571d7a75863b2001be4d778,20.1,402,10-25,400-500
940,64dcd37af4de31001b3a8343,6571d3d5d98a6d00171a93a7,6571d7a75863b2001be4d77c,70.0,105,50-75,100-200
941,64dcd37af4de31001b3a8343,6571d3d5d98a6d00171a93a7,6571d7a75863b2001be4d786,25.833333333333332,308,25-50,300-400
942,64dcd37af4de31001b3a8343,6571d3d5d98a6d00171a93a7,6571d7a75863b2001be4d7a6,13.444444444444445,526,10-25,>500
943,64dcd37af4de31001b3a8343,65990a9504979b001bbb5bab,6599191b6ec481001b104f7f,13.555555555555555,521,10-25,>500
944,64dcd37af4de31001b3a8343,65990a9504979b001bbb5bab,6599193f649b99001be132d9,5.666666666666667,762,<10,>500
945,64dcd37af4de31001b3a8343,65990a9504979b001bbb5bab,659919ac9ce12e0017a2f146,6.333333333333333,730,<10,>500
946,64deefcd895a9b001b1517a9,63f49b896c60ed001aa08849,64f8029ce7034b001b9df494,101.47368421052632,55,>100,1-100
947,64deefcd895a9b001b1517a9,63f49b896c60ed001aa08849,64f8029ce7034b001b9df49c,216.47368421052633,11,>100,1-100
948,64deefcd895a9b001b1517a9,63f49b896c60ed001aa08849,650461bdfa3e2f001a6bfeae,25.55,313,25-50,300-400
949,64deefcd895a9b001b1517a9,63f49b896c60ed001aa08849,650461ed831d4a001bf5b2de,13.4,530,10-25,>500
950,64deefcd895a9b001b1517a9,63f49b896c60ed001aa08849,650a871cdab1a80016ca85cb,4.277777777777778,838,<10,>500
951,64deefcd895a9b001b1517a9,63f49b896c60ed001aa08849,650a8805d0e353001bddd7cb,10.0,614,10-25,>500
952,64deefcd895a9b001b1517a9,63f49b896c60ed001aa08849,6517b3f97a24dd001be18afa,42.5,188,25-50,100-200
953,64deefcd895a9b001b1517a9,63f49b896c60ed001aa08849,6517b4463e837c001bf6969c,16.181818181818183,472,10-25,400-500
954,64deefcd895a9b001b1517a9,63f49b896c60ed001aa08849,6517b4f28cb450001ce88023,23.416666666666668,340,10-25,300-400
955,64deefcd895a9b001b1517a9,63f49b896c60ed001aa08849,6517b53af2bd4f0017e453c9,9.3,634,<10,>500
956,64deefcd895a9b001b1517a9,63f49b896c60ed001aa08849,65485b32d46bd0001b33f594,10.0,614,10-25,>500
957,64e33cca77a4b10017691075,6397f84ed6a6982bfd8544f7,64e2fd7d07c182001bba0dd0,324.94736842105266,6,>100,1-100
958,64e33cca77a4b10017691075,6397f84ed6a6982bfd8544f7,64e2fd7d07c182001bba0ddb,113.0,40,>100,1-100
959,64e33cca77a4b10017691075,6397f84ed6a6982bfd8544f7,6503015d9a19670017e15ef2,13.5,524,10-25,>500
960,64e33cca77a4b10017691075,6397f84ed6a6982bfd8544f7,652cde2ddb4ec900177a5e15,9.8,622,<10,>500
961,650eaa5d1b1432001b409943,650ead650b6ef7001bcbdca6,6517e4e43a3ee4001bbe23ad,44.333333333333336,179,25-50,100-200
962,650eaa5d1b1432001b409943,650ead650b6ef7001bcbdca6,6517e4e43a3ee4001bbe23b1,36.666666666666664,215,25-50,200-300
963,650eaa5d1b1432001b409943,650ead650b6ef7001bcbdca6,6517e4e43a3ee4001bbe23b5,9.6,626,<10,>500
964,650eaa5d1b1432001b409943,650ead650b6ef7001bcbdca6,6517e4e43a3ee4001bbe23b9,5.882352941176471,751,<10,>500
